Station_ID_C,PositionName,Year,mon,day,Hour,aqi,CO,NO2,O3,PM10,PM2_5,SO2
1127A,高新区管委会,2026,4,23,18,37.0,0.3,22.0,87.0,37.0,13.0,7.0
1128A,岱山公园,2026,4,23,18,31.0,0.3,23.0,96.0,31.0,13.0,4.0
4281A,北亚泰大街1068号,2026,4,23,18,0.0,0.3,15.0,110.0,0.0,21.0,6.0
1335A,经开区环保局,2026,4,23,18,33.0,0.4,11.0,103.0,28.0,19.0,3.0
1336A,高开区环保局,2026,4,23,18,33.0,0.4,7.0,105.0,31.0,19.0,6.0
1337A,马坡岭,2026,4,23,18,34.0,0.7,8.0,107.0,25.0,20.0,6.0
1338A,湖南师范大学,2026,4,23,18,32.0,0.5,9.0,102.0,30.0,19.0,6.0
1339A,雨花区环保局,2026,4,23,18,35.0,0.5,10.0,102.0,22.0,24.0,4.0
1340A,伍家岭,2026,4,23,18,33.0,0.4,8.0,94.0,31.0,23.0,5.0
1341A,火车新站,2026,4,23,18,31.0,0.3,10.0,98.0,24.0,20.0,5.0
1342A,天心区环保局,2026,4,23,18,33.0,0.4,12.0,104.0,30.0,20.0,5.0
1343A,湖南中医药大学,2026,4,23,18,34.0,0.5,9.0,108.0,28.0,18.0,6.0
1727A,清华站,2026,4,23,18,42.0,0.4,12.0,134.0,32.0,19.0,9.0
1730A,审计局,2026,4,23,18,0.0,0.0,0.0,132.0,0.0,0.0,9.0
1731A,长治八中,2026,4,23,18,53.0,0.3,16.0,131.0,53.0,15.0,10.0
2845A,德盛苑,2026,4,23,18,45.0,0.4,11.0,141.0,30.0,25.0,9.0
3568A,向阳小学,2026,4,23,18,70.0,0.6,24.0,135.0,78.0,19.0,12.0
3569A,屯留一中,2026,4,23,18,39.0,0.3,17.0,124.0,36.0,12.0,7.0
4189A,英华南巷50号,2026,4,23,18,49.0,0.4,12.0,133.0,49.0,19.0,4.0
4190A,学府街1号,2026,4,23,18,41.0,0.4,6.0,130.0,34.0,10.0,1.0
1854A,市二中,2026,4,23,18,35.0,0.6,12.0,110.0,33.0,19.0,8.0
3138A,武陵区永安,2026,4,23,18,38.0,0.5,10.0,119.0,31.0,5.0,6.0
3139A,鼎城区玉霞,2026,4,23,18,37.0,0.6,5.0,117.0,32.0,21.0,9.0
3140A,武陵区长庚,2026,4,23,18,38.0,0.6,6.0,118.0,32.0,26.0,9.0
1196A,市监测站,2026,4,23,18,40.0,0.5,16.0,100.0,40.0,11.0,5.0
1200A,武进监测站,2026,4,23,18,32.0,0.5,22.0,99.0,32.0,11.0,6.0
3002A,行政中心,2026,4,23,18,41.0,0.1,21.0,92.0,41.0,13.0,7.0
3003A,经开区,2026,4,23,18,38.0,0.4,13.0,96.0,38.0,9.0,6.0
3010A,钟楼,2026,4,23,18,33.0,0.1,24.0,104.0,29.0,11.0,9.0
3429A,武进经发区,2026,4,23,18,54.0,0.4,30.0,90.0,55.0,18.0,6.0
3430A,金坛城区,2026,4,23,18,0.0,0.5,0.0,106.0,29.0,17.0,0.0
4089A,崇义南街5-H号,2026,4,23,18,42.0,0.4,17.0,92.0,42.0,10.0,8.0
2220A,西梁,2026,4,23,18,57.0,0.7,16.0,152.0,59.0,26.0,11.0
2221A,河畔小区,2026,4,23,18,52.0,0.6,13.0,160.0,52.0,28.0,11.0
2222A,八里堡,2026,4,23,18,68.0,0.9,20.0,151.0,74.0,24.0,15.0
3026A,市政府,2026,4,23,18,0.0,0.6,8.0,30.0,0.0,5.0,2.0
4036A,金山,2026,4,23,18,8.0,0.5,6.0,23.0,6.0,4.0,2.0
2473A,市职中,2026,4,23,18,22.0,0.6,11.0,67.0,22.0,10.0,5.0
2475A,市审计局,2026,4,23,18,25.0,0.0,11.0,80.0,24.0,12.0,3.0
2476A,市环保局,2026,4,23,18,28.0,0.4,17.0,69.0,28.0,14.0,6.0
4252A,好美居路49号,2026,4,23,18,25.0,0.0,10.0,78.0,16.0,14.0,3.0
1431A,金泉两河,2026,4,23,18,43.0,0.4,13.0,132.0,43.0,14.0,3.0
1432A,十里店,2026,4,23,18,58.0,0.5,9.0,139.0,60.0,17.0,4.0
1433A,三瓦窑,2026,4,23,18,49.0,0.6,9.0,132.0,49.0,16.0,3.0
1434A,沙河铺,2026,4,23,18,48.0,0.2,14.0,110.0,48.0,15.0,3.0
2880A,大石西路,2026,4,23,18,0.0,0.0,12.0,110.0,53.0,18.0,4.0
3136A,龙泉驿区区政府,2026,4,23,18,53.0,0.4,9.0,141.0,53.0,17.0,8.0
3357A,金博路,2026,4,23,18,42.0,0.4,19.0,123.0,42.0,14.0,5.0
3359A,华阳,2026,4,23,18,41.0,0.4,10.0,128.0,41.0,15.0,5.0
3488A,青石路225号,2026,4,23,18,51.0,0.5,14.0,133.0,51.0,17.0,5.0
3489A,科学城,2026,4,23,18,44.0,0.5,5.0,138.0,37.0,16.0,6.0
4011A,光华大道三段,2026,4,23,18,62.0,0.5,10.0,128.0,66.0,17.0,4.0
4144A,八角井街185号,2026,4,23,18,65.0,0.5,8.0,135.0,70.0,16.0,6.0
4224A,鲸龙路1057号,2026,4,23,18,47.0,0.5,11.0,150.0,46.0,5.0,7.0
1062A,铁路,2026,4,23,18,58.0,0.4,17.0,140.0,61.0,28.0,5.0
1063A,中国银行,2026,4,23,18,50.0,0.4,8.0,143.0,50.0,19.0,4.0
4073A,杏林街1号,2026,4,23,18,53.0,0.4,8.0,152.0,54.0,32.0,4.0
4274A,滨河大街98号,2026,4,23,18,65.0,0.3,16.0,156.0,71.0,41.0,75.0
2314A,池州学院,2026,4,23,18,25.0,0.8,21.0,76.0,25.0,11.0,3.0
3237A,展览馆,2026,4,23,18,25.0,0.5,25.0,79.0,25.0,13.0,2.0
3333A,第八中学,2026,4,23,18,22.0,0.4,24.0,70.0,14.0,11.0,3.0
3334A,第十二中学,2026,4,23,18,24.0,0.7,28.0,75.0,20.0,16.0,3.0
1744A,松山一中,2026,4,23,18,48.0,0.6,15.0,129.0,48.0,25.0,6.0
1745A,哈达街,2026,4,23,18,45.0,0.7,11.0,107.0,45.0,22.0,18.0
1746A,天义路,2026,4,23,18,44.0,0.5,16.0,123.0,44.0,28.0,5.0
3058A,银河街,2026,4,23,18,47.0,0.6,6.0,136.0,47.0,27.0,7.0
3286A,桥北物流园区,2026,4,23,18,42.0,0.5,18.0,115.0,40.0,29.0,3.0
2521A,市环保局江州分局,2026,4,23,18,33.0,0.7,10.0,78.0,33.0,14.0,6.0
4256A,石景林东路7号,2026,4,23,18,27.0,0.8,10.0,86.0,26.0,15.0,4.0
3207A,市政府原办公楼,2026,4,23,18,35.0,0.4,15.0,110.0,29.0,21.0,6.0
3331A,图书馆,2026,4,23,18,0.0,0.3,14.0,112.0,24.0,9.0,0.0
4101A,银山路666号,2026,4,23,18,35.0,0.3,15.0,108.0,35.0,12.0,7.0
4102A,黄山路555号,2026,4,23,18,41.0,0.5,11.0,116.0,41.0,13.0,7.0
2606A,市经济开发区,2026,4,23,18,53.0,0.7,7.0,138.0,53.0,30.0,2.0
4153A,团结路562号,2026,4,23,18,0.0,0.4,6.0,144.0,0.0,0.0,0.0
2549A,市环境监测站,2026,4,23,18,0.0,0.3,14.0,119.0,0.0,0.0,6.0
2550A,凤凰小区,2026,4,23,18,39.0,0.2,16.0,116.0,39.0,14.0,6.0
2551A,达县机关宾馆,2026,4,23,18,39.0,0.3,23.0,120.0,39.0,6.0,5.0
2552A,市政中心,2026,4,23,18,40.0,0.3,12.0,126.0,37.0,12.0,6.0
2614A,大理市环境监测站,2026,4,23,18,34.0,0.4,12.0,107.0,32.0,21.0,4.0
2615A,大理古城,2026,4,23,18,39.0,0.5,5.0,116.0,39.0,18.0,4.0
1109A,甘井子,2026,4,23,18,38.0,0.6,17.0,121.0,24.0,15.0,8.0
1110A,周水子,2026,4,23,18,45.0,0.5,28.0,100.0,45.0,20.0,14.0
1111A,星海三站,2026,4,23,18,36.0,0.4,17.0,114.0,35.0,21.0,5.0
1112A,青泥洼桥,2026,4,23,18,39.0,0.3,12.0,124.0,27.0,14.0,5.0
1113A,傅家庄,2026,4,23,18,38.0,0.5,12.0,106.0,38.0,21.0,8.0
1114A,七贤岭,2026,4,23,18,35.0,0.4,18.0,111.0,28.0,15.0,6.0
1116A,金州,2026,4,23,18,37.0,0.4,26.0,111.0,37.0,18.0,8.0
1117A,开发区,2026,4,23,18,45.0,0.4,13.0,100.0,45.0,22.0,11.0
1118A,双D港,2026,4,23,18,45.0,0.5,24.0,94.0,45.0,27.0,6.0
4082A,旅顺,2026,4,23,18,33.0,0.4,17.0,104.0,32.0,16.0,5.0
1789A,大同区,2026,4,23,18,53.0,0.5,14.0,101.0,53.0,24.0,3.0
1790A,龙凤区,2026,4,23,18,41.0,0.2,11.0,83.0,41.0,22.0,3.0
1791A,红岗区,2026,4,23,18,29.0,0.4,5.0,88.0,29.0,17.0,7.0
1792A,萨尔图区,2026,4,23,18,29.0,0.3,10.0,90.0,7.0,14.0,6.0
1793A,让胡路区,2026,4,23,18,26.0,0.3,11.0,81.0,26.0,15.0,3.0
3481A,萨区政府监测点,2026,4,23,18,0.0,0.0,0.0,80.0,29.0,9.0,0.0
1723A,云冈宾馆,2026,4,23,18,58.0,0.4,9.0,123.0,60.0,11.0,5.0
1724A,大同大学,2026,4,23,18,40.0,0.2,9.0,127.0,32.0,21.0,2.0
1725A,安家小村,2026,4,23,18,60.0,0.2,7.0,127.0,63.0,16.0,6.0
3282A,大同市卫生学校,2026,4,23,18,63.0,0.3,9.0,134.0,67.0,25.0,4.0
3565A,云冈站,2026,4,23,18,59.0,0.3,6.0,117.0,62.0,18.0,4.0
3566A,图书馆,2026,4,23,18,59.0,0.7,12.0,113.0,62.0,25.0,5.0
3567A,区一中,2026,4,23,18,67.0,0.7,10.0,140.0,73.0,16.0,2.0
4199A,魏都大道141号,2026,4,23,18,0.0,0.0,0.0,123.0,0.0,0.0,7.0
2269A,科技局,2026,4,23,18,26.0,0.1,3.0,76.0,26.0,12.0,6.0
3663A,红旗社区,2026,4,23,18,28.0,0.2,7.0,87.0,24.0,5.0,8.0
1600A,江湾东路,2026,4,23,18,39.0,0.3,15.0,116.0,39.0,14.0,5.0
1601A,临江后街,2026,4,23,18,37.0,0.3,9.0,116.0,34.0,12.0,7.0
1602A,元宝山,2026,4,23,18,37.0,0.3,12.0,118.0,37.0,14.0,7.0
1603A,民主桥,2026,4,23,18,46.0,0.5,14.0,112.0,46.0,14.0,7.0
3541A,第一中学子站,2026,4,23,18,51.0,0.7,8.0,48.0,51.0,30.0,4.0
3542A,东坡学校子站,2026,4,23,18,47.0,0.7,8.0,51.0,47.0,31.0,3.0
2616A,德宏州监测站,2026,4,23,18,56.0,0.7,11.0,116.0,41.0,38.0,5.0
3677A,芒市人民政府综合楼,2026,4,23,18,72.0,1.2,14.0,111.0,69.0,46.0,3.0
1901A,东山公园,2026,4,23,18,45.0,0.4,8.0,142.0,43.0,18.0,4.0
1902A,西小区,2026,4,23,18,55.0,0.6,15.0,137.0,56.0,24.0,4.0
1904A,耐火材料厂,2026,4,23,18,62.0,0.4,15.0,157.0,66.0,24.0,3.0
4145A,市林业局,2026,4,23,18,54.0,0.4,16.0,163.0,51.0,29.0,2.0
1622A,儿童乐园,2026,4,23,18,65.0,0.5,10.0,132.0,70.0,20.0,6.0
1624A,监理站,2026,4,23,18,55.0,0.4,9.0,130.0,56.0,18.0,9.0
3066A,九衢泉纯净水厂,2026,4,23,18,0.0,0.6,15.0,0.0,53.0,17.0,12.0
3371A,开发区人民医院,2026,4,23,18,58.0,0.7,12.0,130.0,61.0,28.0,10.0
3511A,陵城艺术中心,2026,4,23,18,55.0,0.5,11.0,129.0,56.0,23.0,10.0
4292A,新河东路,2026,4,23,18,53.0,0.7,8.0,128.0,53.0,16.0,8.0
2621A,迪庆州站,2026,4,23,18,32.0,0.3,9.0,101.0,25.0,5.0,7.0
3180A,质量技术监督局,2026,4,23,18,33.0,0.3,9.0,105.0,26.0,15.0,8.0
4257A,将台街,2026,4,23,18,89.0,0.1,6.0,123.0,104.0,51.0,3.0
4309A,正龙路62号,2026,4,23,18,93.0,0.3,8.0,123.0,110.0,49.0,2.0
4071A,交通局,2026,4,23,18,70.0,0.3,11.0,121.0,78.0,18.0,8.0
4072A,第五中学,2026,4,23,18,71.0,0.2,9.0,116.0,79.0,25.0,4.0
1390A,东城石井,2026,4,23,18,16.0,0.9,31.0,10.0,8.0,5.0,5.0
1391A,南城西平,2026,4,23,18,18.0,0.7,36.0,4.0,17.0,10.0,6.0
3319A,万江金泰,2026,4,23,18,16.0,0.8,31.0,10.0,11.0,5.0,6.0
4129A,裕兴路,2026,4,23,18,11.0,0.8,21.0,12.0,8.0,2.0,5.0
4130A,教育路1号,2026,4,23,18,13.0,0.6,25.0,27.0,12.0,6.0,7.0
4131A,长怡路1号,2026,4,23,18,18.0,0.9,36.0,4.0,16.0,5.0,7.0
1666A,市环保局,2026,4,23,18,58.0,0.4,16.0,151.0,48.0,39.0,8.0
3036A,开发区管委会,2026,4,23,18,51.0,0.4,26.0,137.0,51.0,23.0,8.0
3365A,垦利区民丰路,2026,4,23,18,97.0,0.5,19.0,197.0,61.0,28.0,13.0
3498A,河口城区,2026,4,23,18,72.0,0.9,12.0,177.0,75.0,39.0,10.0
3646A,胜利站,2026,4,23,18,72.0,0.7,25.0,177.0,59.0,37.0,11.0
3734A,理想之城,2026,4,23,18,51.0,0.5,23.0,154.0,51.0,33.0,9.0
1591A,综合楼,2026,4,23,18,84.0,0.2,9.0,116.0,97.0,31.0,8.0
1592A,巴音孟克林场办事处,2026,4,23,18,80.0,0.3,6.0,122.0,92.0,32.0,6.0
1593A,康泽苑,2026,4,23,18,79.0,0.3,6.0,121.0,90.0,26.0,7.0
1594A,华泰汽车城,2026,4,23,18,80.0,0.3,6.0,119.0,92.0,29.0,8.0
1595A,奥林花园,2026,4,23,18,83.0,0.2,9.0,120.0,95.0,24.0,5.0
2436A,市政府,2026,4,23,18,24.0,0.6,24.0,60.0,24.0,9.0,10.0
2437A,赵家坝,2026,4,23,18,23.0,0.6,13.0,72.0,23.0,13.0,3.0
3654A,精准医疗中心,2026,4,23,18,24.0,0.6,7.0,75.0,18.0,6.0,4.0
2454A,湖北民院,2026,4,23,18,36.0,0.3,7.0,115.0,10.0,11.0,8.0
3549A,龙凤新区,2026,4,23,18,31.0,0.3,6.0,98.0,10.0,4.0,7.0
2499A,沙万,2026,4,23,18,47.0,0.7,9.0,60.0,47.0,10.0,6.0
2500A,防城档案局,2026,4,23,18,30.0,0.6,6.0,60.0,30.0,10.0,7.0
